,filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
0,p1.JPG,167996,{},12,0,"{""name"":""rect"",""x"":70,""y"":46,""width"":120,""height"":112}","{""type"":""intact""}"
1,p1.JPG,167996,{},12,1,"{""name"":""rect"",""x"":195,""y"":60,""width"":118,""height"":99}","{""type"":""intact""}"
2,p1.JPG,167996,{},12,2,"{""name"":""rect"",""x"":318,""y"":25,""width"":144,""height"":120}","{""type"":""damaged""}"
3,p1.JPG,167996,{},12,3,"{""name"":""rect"",""x"":474,""y"":13,""width"":135,""height"":122}","{""type"":""intact""}"
4,p1.JPG,167996,{},12,4,"{""name"":""rect"",""x"":45,""y"":162,""width"":123,""height"":116}","{""type"":""intact""}"
5,p1.JPG,167996,{},12,5,"{""name"":""rect"",""x"":174,""y"":166,""width"":137,""height"":130}","{""type"":""intact""}"
6,p1.JPG,167996,{},12,6,"{""name"":""rect"",""x"":318,""y"":146,""width"":158,""height"":148}","{""type"":""intact""}"
7,p1.JPG,167996,{},12,7,"{""name"":""rect"",""x"":473,""y"":150,""width"":138,""height"":144}","{""type"":""intact""}"
8,p1.JPG,167996,{},12,8,"{""name"":""rect"",""x"":51,""y"":291,""width"":135,""height"":141}","{""type"":""intact""}"
9,p1.JPG,167996,{},12,9,"{""name"":""rect"",""x"":193,""y"":314,""width"":135,""height"":138}","{""type"":""intact""}"
10,p1.JPG,167996,{},12,10,"{""name"":""rect"",""x"":335,""y"":309,""width"":132,""height"":132}","{""type"":""intact""}"
11,p1.JPG,167996,{},12,11,"{""name"":""rect"",""x"":481,""y"":310,""width"":134,""height"":139}","{""type"":""damaged""}"
12,p2.JPG,165500,{},12,0,"{""name"":""rect"",""x"":77,""y"":2,""width"":148,""height"":132}","{""type"":""damaged""}"
13,p2.JPG,165500,{},12,1,"{""name"":""rect"",""x"":237,""y"":8,""width"":132,""height"":118}","{""type"":""intact""}"
14,p2.JPG,165500,{},12,2,"{""name"":""rect"",""x"":376,""y"":1,""width"":119,""height"":102}","{""type"":""intact""}"
15,p2.JPG,165500,{},12,3,"{""name"":""rect"",""x"":495,""y"":18,""width"":122,""height"":116}","{""type"":""intact""}"
16,p2.JPG,165500,{},12,4,"{""name"":""rect"",""x"":57,""y"":153,""width"":131,""height"":122}","{""type"":""damaged""}"
17,p2.JPG,165500,{},12,5,"{""name"":""rect"",""x"":212,""y"":141,""width"":128,""height"":123}","{""type"":""intact""}"
18,p2.JPG,165500,{},12,6,"{""name"":""rect"",""x"":354,""y"":111,""width"":136,""height"":131}","{""type"":""intact""}"
19,p2.JPG,165500,{},12,7,"{""name"":""rect"",""x"":492,""y"":140,""width"":112,""height"":110}","{""type"":""intact""}"
20,p2.JPG,165500,{},12,8,"{""name"":""rect"",""x"":6,""y"":283,""width"":168,""height"":166}","{""type"":""intact""}"
21,p2.JPG,165500,{},12,9,"{""name"":""rect"",""x"":200,""y"":272,""width"":129,""height"":130}","{""type"":""intact""}"
22,p2.JPG,165500,{},12,10,"{""name"":""rect"",""x"":334,""y"":249,""width"":158,""height"":152}","{""type"":""intact""}"
23,p2.JPG,165500,{},12,11,"{""name"":""rect"",""x"":509,""y"":256,""width"":129,""height"":140}","{""type"":""intact""}"
24,p3.JPG,167019,{},9,0,"{""name"":""rect"",""x"":79,""y"":1,""width"":133,""height"":104}","{""type"":""intact""}"
25,p3.JPG,167019,{},9,1,"{""name"":""rect"",""x"":216,""y"":9,""width"":139,""height"":112}","{""type"":""intact""}"
26,p3.JPG,167019,{},9,2,"{""name"":""rect"",""x"":365,""y"":10,""width"":152,""height"":126}","{""type"":""intact""}"
27,p3.JPG,167019,{},9,3,"{""name"":""rect"",""x"":46,""y"":150,""width"":165,""height"":123}","{""type"":""intact""}"
28,p3.JPG,167019,{},9,4,"{""name"":""rect"",""x"":215,""y"":173,""width"":157,""height"":135}","{""type"":""intact""}"
29,p3.JPG,167019,{},9,5,"{""name"":""rect"",""x"":377,""y"":161,""width"":148,""height"":133}","{""type"":""intact""}"
30,p3.JPG,167019,{},9,6,"{""name"":""rect"",""x"":16,""y"":234,""width"":214,""height"":204}","{""type"":""damaged""}"
31,p3.JPG,167019,{},9,7,"{""name"":""rect"",""x"":236,""y"":299,""width"":168,""height"":168}","{""type"":""damaged""}"
32,p3.JPG,167019,{},9,8,"{""name"":""rect"",""x"":450,""y"":258,""width"":184,""height"":205}","{""type"":""intact""}"
33,p4.JPG,165759,{},12,0,"{""name"":""rect"",""x"":71,""y"":50,""width"":133,""height"":118}","{""type"":""intact""}"
34,p4.JPG,165759,{},12,1,"{""name"":""rect"",""x"":213,""y"":48,""width"":140,""height"":128}","{""type"":""intact""}"
35,p4.JPG,165759,{},12,2,"{""name"":""rect"",""x"":355,""y"":55,""width"":116,""height"":99}","{""type"":""intact""}"
36,p4.JPG,165759,{},12,3,"{""name"":""rect"",""x"":500,""y"":2,""width"":139,""height"":124}","{""type"":""intact""}"
37,p4.JPG,165759,{},12,4,"{""name"":""rect"",""x"":75,""y"":200,""width"":110,""height"":110}","{""type"":""intact""}"
38,p4.JPG,165759,{},12,5,"{""name"":""rect"",""x"":187,""y"":194,""width"":138,""height"":140}","{""type"":""intact""}"
39,p4.JPG,165759,{},12,6,"{""name"":""rect"",""x"":324,""y"":139,""width"":174,""height"":156}","{""type"":""intact""}"
40,p4.JPG,165759,{},12,7,"{""name"":""rect"",""x"":492,""y"":167,""width"":133,""height"":129}","{""type"":""damaged""}"
41,p4.JPG,165759,{},12,8,"{""name"":""rect"",""x"":3,""y"":302,""width"":131,""height"":141}","{""type"":""intact""}"
42,p4.JPG,165759,{},12,9,"{""name"":""rect"",""x"":132,""y"":337,""width"":130,""height"":140}","{""type"":""intact""}"
43,p4.JPG,165759,{},12,10,"{""name"":""rect"",""x"":266,""y"":304,""width"":168,""height"":173}","{""type"":""damaged""}"
44,p4.JPG,165759,{},12,11,"{""name"":""rect"",""x"":421,""y"":285,""width"":135,""height"":135}","{""type"":""intact""}"
45,p5.JPG,166192,{},10,0,"{""name"":""rect"",""x"":246,""y"":2,""width"":138,""height"":126}","{""type"":""damaged""}"
46,p5.JPG,166192,{},10,1,"{""name"":""rect"",""x"":132,""y"":66,""width"":119,""height"":103}","{""type"":""intact""}"
47,p5.JPG,166192,{},10,2,"{""name"":""rect"",""x"":43,""y"":151,""width"":132,""height"":126}","{""type"":""damaged""}"
48,p5.JPG,166192,{},10,3,"{""name"":""rect"",""x"":172,""y"":138,""width"":162,""height"":152}","{""type"":""intact""}"
49,p5.JPG,166192,{},10,4,"{""name"":""rect"",""x"":340,""y"":120,""width"":127,""height"":129}","{""type"":""intact""}"
50,p5.JPG,166192,{},10,5,"{""name"":""rect"",""x"":468,""y"":153,""width"":112,""height"":107}","{""type"":""intact""}"
51,p5.JPG,166192,{},10,6,"{""name"":""rect"",""x"":2,""y"":277,""width"":137,""height"":164}","{""type"":""intact""}"
52,p5.JPG,166192,{},10,7,"{""name"":""rect"",""x"":174,""y"":305,""width"":133,""height"":131}","{""type"":""intact""}"
53,p5.JPG,166192,{},10,8,"{""name"":""rect"",""x"":311,""y"":255,""width"":149,""height"":157}","{""type"":""intact""}"
54,p5.JPG,166192,{},10,9,"{""name"":""rect"",""x"":479,""y"":257,""width"":141,""height"":147}","{""type"":""intact""}"
55,p6.JPG,177215,{},4,0,"{""name"":""rect"",""x"":107,""y"":10,""width"":238,""height"":208}","{""type"":""damaged""}"
56,p6.JPG,177215,{},4,1,"{""name"":""rect"",""x"":348,""y"":72,""width"":194,""height"":171}","{""type"":""intact""}"
57,p6.JPG,177215,{},4,2,"{""name"":""rect"",""x"":94,""y"":255,""width"":219,""height"":221}","{""type"":""damaged""}"
58,p6.JPG,177215,{},4,3,"{""name"":""rect"",""x"":347,""y"":263,""width"":220,""height"":210}","{""type"":""intact""}"
59,p7.JPG,167766,{},6,0,"{""name"":""rect"",""x"":30,""y"":6,""width"":218,""height"":201}","{""type"":""intact""}"
60,p7.JPG,167766,{},6,1,"{""name"":""rect"",""x"":261,""y"":32,""width"":207,""height"":186}","{""type"":""damaged""}"
61,p7.JPG,167766,{},6,2,"{""name"":""rect"",""x"":452,""y"":108,""width"":156,""height"":151}","{""type"":""damaged""}"
62,p7.JPG,167766,{},6,3,"{""name"":""rect"",""x"":65,""y"":245,""width"":184,""height"":182}","{""type"":""intact""}"
63,p7.JPG,167766,{},6,4,"{""name"":""rect"",""x"":260,""y"":263,""width"":182,""height"":183}","{""type"":""intact""}"
64,p7.JPG,167766,{},6,5,"{""name"":""rect"",""x"":447,""y"":278,""width"":178,""height"":182}","{""type"":""intact""}"
65,p8.JPG,180038,{},6,0,"{""name"":""rect"",""x"":16,""y"":11,""width"":202,""height"":189}","{""type"":""intact""}"
66,p8.JPG,180038,{},6,1,"{""name"":""rect"",""x"":235,""y"":22,""width"":198,""height"":182}","{""type"":""damaged""}"
67,p8.JPG,180038,{},6,2,"{""name"":""rect"",""x"":425,""y"":93,""width"":160,""height"":145}","{""type"":""damaged""}"
68,p8.JPG,180038,{},6,3,"{""name"":""rect"",""x"":55,""y"":237,""width"":163,""height"":166}","{""type"":""intact""}"
69,p8.JPG,180038,{},6,4,"{""name"":""rect"",""x"":236,""y"":250,""width"":169,""height"":169}","{""type"":""intact""}"
70,p8.JPG,180038,{},6,5,"{""name"":""rect"",""x"":436,""y"":241,""width"":183,""height"":180}","{""type"":""damaged""}"
71,p9.JPG,175000,{},6,0,"{""name"":""rect"",""x"":7,""y"":32,""width"":212,""height"":207}","{""type"":""intact""}"
72,p9.JPG,175000,{},6,1,"{""name"":""rect"",""x"":236,""y"":12,""width"":217,""height"":216}","{""type"":""damaged""}"
73,p9.JPG,175000,{},6,2,"{""name"":""rect"",""x"":444,""y"":73,""width"":173,""height"":173}","{""type"":""damaged""}"
74,p9.JPG,175000,{},6,3,"{""name"":""rect"",""x"":70,""y"":242,""width"":167,""height"":162}","{""type"":""intact""}"
75,p9.JPG,175000,{},6,4,"{""name"":""rect"",""x"":254,""y"":237,""width"":167,""height"":169}","{""type"":""intact""}"
76,p9.JPG,175000,{},6,5,"{""name"":""rect"",""x"":449,""y"":252,""width"":183,""height"":183}","{""type"":""damaged""}"
77,p10.JPG,178264,{},6,0,"{""name"":""rect"",""x"":35,""y"":28,""width"":208,""height"":208}","{""type"":""damaged""}"
78,p10.JPG,178264,{},6,1,"{""name"":""rect"",""x"":238,""y"":35,""width"":225,""height"":224}","{""type"":""intact""}"
79,p10.JPG,178264,{},6,2,"{""name"":""rect"",""x"":428,""y"":94,""width"":157,""height"":167}","{""type"":""intact""}"
80,p10.JPG,178264,{},6,3,"{""name"":""rect"",""x"":99,""y"":246,""width"":168,""height"":170}","{""type"":""damaged""}"
81,p10.JPG,178264,{},6,4,"{""name"":""rect"",""x"":270,""y"":264,""width"":178,""height"":181}","{""type"":""damaged""}"
82,p10.JPG,178264,{},6,5,"{""name"":""rect"",""x"":450,""y"":265,""width"":164,""height"":170}","{""type"":""intact""}"
83,p11.JPG,173304,{},6,0,"{""name"":""rect"",""x"":2,""y"":7,""width"":204,""height"":172}","{""type"":""damaged""}"
84,p11.JPG,173304,{},6,1,"{""name"":""rect"",""x"":202,""y"":2,""width"":233,""height"":166}","{""type"":""intact""}"
85,p11.JPG,173304,{},6,2,"{""name"":""rect"",""x"":382,""y"":121,""width"":182,""height"":150}","{""type"":""intact""}"
86,p11.JPG,173304,{},6,3,"{""name"":""rect"",""x"":4,""y"":224,""width"":216,""height"":202}","{""type"":""damaged""}"
87,p11.JPG,173304,{},6,4,"{""name"":""rect"",""x"":222,""y"":238,""width"":219,""height"":219}","{""type"":""damaged""}"
88,p11.JPG,173304,{},6,5,"{""name"":""rect"",""x"":436,""y"":250,""width"":201,""height"":202}","{""type"":""intact""}"
89,p12.JPG,159015,{},1,0,"{""name"":""rect"",""x"":53,""y"":7,""width"":494,""height"":466}","{""type"":""damaged""}"
90,p13.JPG,163636,{},13,0,"{""name"":""rect"",""x"":61,""y"":99,""width"":128,""height"":120}","{""type"":""intact""}"
91,p13.JPG,163636,{},13,1,"{""name"":""rect"",""x"":184,""y"":48,""width"":128,""height"":123}","{""type"":""intact""}"
92,p13.JPG,163636,{},13,2,"{""name"":""rect"",""x"":299,""y"":23,""width"":108,""height"":100}","{""type"":""damaged""}"
93,p13.JPG,163636,{},13,3,"{""name"":""rect"",""x"":395,""y"":70,""width"":111,""height"":102}","{""type"":""intact""}"
94,p13.JPG,163636,{},13,4,"{""name"":""rect"",""x"":506,""y"":68,""width"":110,""height"":106}","{""type"":""intact""}"
95,p13.JPG,163636,{},13,5,"{""name"":""rect"",""x"":87,""y"":229,""width"":108,""height"":103}","{""type"":""intact""}"
96,p13.JPG,163636,{},13,6,"{""name"":""rect"",""x"":195,""y"":185,""width"":128,""height"":125}","{""type"":""intact""}"
97,p13.JPG,163636,{},13,7,"{""name"":""rect"",""x"":306,""y"":125,""width"":102,""height"":107}","{""type"":""damaged""}"
98,p13.JPG,163636,{},13,8,"{""name"":""rect"",""x"":396,""y"":188,""width"":100,""height"":104}","{""type"":""intact""}"
99,p13.JPG,163636,{},13,9,"{""name"":""rect"",""x"":191,""y"":316,""width"":109,""height"":108}","{""type"":""intact""}"
100,p13.JPG,163636,{},13,10,"{""name"":""rect"",""x"":299,""y"":263,""width"":111,""height"":112}","{""type"":""intact""}"
101,p13.JPG,163636,{},13,11,"{""name"":""rect"",""x"":489,""y"":295,""width"":126,""height"":122}","{""type"":""intact""}"
102,p13.JPG,163636,{},13,12,"{""name"":""rect"",""x"":525,""y"":179,""width"":111,""height"":111}","{""type"":""intact""}"
103,p14.JPG,173272,{},13,0,"{""name"":""rect"",""x"":5,""y"":107,""width"":137,""height"":129}","{""type"":""intact""}"
104,p14.JPG,173272,{},13,1,"{""name"":""rect"",""x"":147,""y"":64,""width"":132,""height"":124}","{""type"":""intact""}"
105,p14.JPG,173272,{},13,2,"{""name"":""rect"",""x"":277,""y"":42,""width"":107,""height"":103}","{""type"":""damaged""}"
106,p14.JPG,173272,{},13,3,"{""name"":""rect"",""x"":374,""y"":89,""width"":119,""height"":110}","{""type"":""intact""}"
107,p14.JPG,173272,{},13,4,"{""name"":""rect"",""x"":493,""y"":96,""width"":120,""height"":110}","{""type"":""intact""}"
108,p14.JPG,173272,{},13,5,"{""name"":""rect"",""x"":30,""y"":249,""width"":120,""height"":113}","{""type"":""intact""}"
109,p14.JPG,173272,{},13,6,"{""name"":""rect"",""x"":152,""y"":209,""width"":140,""height"":136}","{""type"":""intact""}"
110,p14.JPG,173272,{},13,7,"{""name"":""rect"",""x"":276,""y"":147,""width"":111,""height"":112}","{""type"":""damaged""}"
111,p14.JPG,173272,{},13,8,"{""name"":""rect"",""x"":365,""y"":221,""width"":116,""height"":112}","{""type"":""intact""}"
112,p14.JPG,173272,{},13,9,"{""name"":""rect"",""x"":508,""y"":204,""width"":128,""height"":133}","{""type"":""intact""}"
113,p14.JPG,173272,{},13,10,"{""name"":""rect"",""x"":133,""y"":343,""width"":126,""height"":128}","{""type"":""intact""}"
114,p14.JPG,173272,{},13,11,"{""name"":""rect"",""x"":263,""y"":294,""width"":124,""height"":129}","{""type"":""intact""}"
115,p14.JPG,173272,{},13,12,"{""name"":""rect"",""x"":473,""y"":342,""width"":139,""height"":135}","{""type"":""intact""}"
116,p15.JPG,163030,{},13,0,"{""name"":""rect"",""x"":37,""y"":33,""width"":138,""height"":123}","{""type"":""intact""}"
117,p15.JPG,163030,{},13,1,"{""name"":""rect"",""x"":187,""y"":99,""width"":121,""height"":115}","{""type"":""intact""}"
118,p15.JPG,163030,{},13,2,"{""name"":""rect"",""x"":307,""y"":65,""width"":127,""height"":121}","{""type"":""intact""}"
119,p15.JPG,163030,{},13,3,"{""name"":""rect"",""x"":447,""y"":37,""width"":123,""height"":118}","{""type"":""intact""}"
120,p15.JPG,163030,{},13,4,"{""name"":""rect"",""x"":7,""y"":165,""width"":126,""height"":122}","{""type"":""intact""}"
121,p15.JPG,163030,{},13,5,"{""name"":""rect"",""x"":125,""y"":214,""width"":127,""height"":128}","{""type"":""intact""}"
122,p15.JPG,163030,{},13,6,"{""name"":""rect"",""x"":254,""y"":193,""width"":124,""height"":127}","{""type"":""damaged""}"
123,p15.JPG,163030,{},13,7,"{""name"":""rect"",""x"":375,""y"":157,""width"":145,""height"":140}","{""type"":""intact""}"
124,p15.JPG,163030,{},13,8,"{""name"":""rect"",""x"":525,""y"":174,""width"":114,""height"":120}","{""type"":""intact""}"
125,p15.JPG,163030,{},13,9,"{""name"":""rect"",""x"":5,""y"":292,""width"":136,""height"":141}","{""type"":""intact""}"
126,p15.JPG,163030,{},13,10,"{""name"":""rect"",""x"":216,""y"":323,""width"":118,""height"":118}","{""type"":""damaged""}"
127,p15.JPG,163030,{},13,11,"{""name"":""rect"",""x"":343,""y"":294,""width"":149,""height"":156}","{""type"":""intact""}"
128,p15.JPG,163030,{},13,12,"{""name"":""rect"",""x"":503,""y"":285,""width"":134,""height"":142}","{""type"":""intact""}"
129,p16.JPG,176000,{},13,0,"{""name"":""rect"",""x"":3,""y"":23,""width"":130,""height"":126}","{""type"":""intact""}"
130,p16.JPG,176000,{},13,1,"{""name"":""rect"",""x"":153,""y"":45,""width"":115,""height"":109}","{""type"":""intact""}"
131,p16.JPG,176000,{},13,2,"{""name"":""rect"",""x"":255,""y"":102,""width"":113,""height"":118}","{""type"":""damaged""}"
132,p16.JPG,176000,{},13,3,"{""name"":""rect"",""x"":339,""y"":25,""width"":135,""height"":134}","{""type"":""intact""}"
133,p16.JPG,176000,{},13,4,"{""name"":""rect"",""x"":476,""y"":2,""width"":107,""height"":100}","{""type"":""intact""}"
134,p16.JPG,176000,{},13,5,"{""name"":""rect"",""x"":495,""y"":76,""width"":133,""height"":132}","{""type"":""intact""}"
135,p16.JPG,176000,{},13,6,"{""name"":""rect"",""x"":367,""y"":147,""width"":129,""height"":133}","{""type"":""intact""}"
136,p16.JPG,176000,{},13,7,"{""name"":""rect"",""x"":21,""y"":167,""width"":122,""height"":115}","{""type"":""intact""}"
137,p16.JPG,176000,{},13,8,"{""name"":""rect"",""x"":151,""y"":165,""width"":117,""height"":118}","{""type"":""intact""}"
138,p16.JPG,176000,{},13,9,"{""name"":""rect"",""x"":263,""y"":226,""width"":109,""height"":109}","{""type"":""damaged""}"
139,p16.JPG,176000,{},13,10,"{""name"":""rect"",""x"":73,""y"":269,""width"":132,""height"":130}","{""type"":""intact""}"
140,p16.JPG,176000,{},13,11,"{""name"":""rect"",""x"":363,""y"":282,""width"":124,""height"":119}","{""type"":""intact""}"
141,p16.JPG,176000,{},13,12,"{""name"":""rect"",""x"":490,""y"":214,""width"":107,""height"":116}","{""type"":""intact""}"
142,p17.JPG,160220,{},12,0,"{""name"":""rect"",""x"":2,""y"":25,""width"":162,""height"":154}","{""type"":""intact""}"
143,p17.JPG,160220,{},12,1,"{""name"":""rect"",""x"":168,""y"":17,""width"":166,""height"":162}","{""type"":""damaged""}"
144,p17.JPG,160220,{},12,2,"{""name"":""rect"",""x"":329,""y"":64,""width"":152,""height"":148}","{""type"":""intact""}"
145,p17.JPG,160220,{},12,3,"{""name"":""rect"",""x"":481,""y"":22,""width"":124,""height"":124}","{""type"":""intact""}"
146,p17.JPG,160220,{},12,4,"{""name"":""rect"",""x"":49,""y"":201,""width"":141,""height"":133}","{""type"":""intact""}"
147,p17.JPG,160220,{},12,5,"{""name"":""rect"",""x"":194,""y"":193,""width"":125,""height"":115}","{""type"":""intact""}"
148,p17.JPG,160220,{},12,6,"{""name"":""rect"",""x"":326,""y"":219,""width"":130,""height"":128}","{""type"":""damaged""}"
149,p17.JPG,160220,{},12,7,"{""name"":""rect"",""x"":449,""y"":162,""width"":126,""height"":132}","{""type"":""intact""}"
150,p17.JPG,160220,{},12,8,"{""name"":""rect"",""x"":70,""y"":337,""width"":140,""height"":134}","{""type"":""intact""}"
151,p17.JPG,160220,{},12,9,"{""name"":""rect"",""x"":212,""y"":318,""width"":130,""height"":132}","{""type"":""intact""}"
152,p17.JPG,160220,{},12,10,"{""name"":""rect"",""x"":338,""y"":354,""width"":120,""height"":123}","{""type"":""damaged""}"
153,p17.JPG,160220,{},12,11,"{""name"":""rect"",""x"":470,""y"":316,""width"":155,""height"":155}","{""type"":""intact""}"
154,p18.JPG,175825,{},9,0,"{""name"":""rect"",""x"":79,""y"":6,""width"":161,""height"":152}","{""type"":""intact""}"
155,p18.JPG,175825,{},9,1,"{""name"":""rect"",""x"":239,""y"":26,""width"":138,""height"":127}","{""type"":""damaged""}"
156,p18.JPG,175825,{},9,2,"{""name"":""rect"",""x"":380,""y"":26,""width"":127,""height"":126}","{""type"":""damaged""}"
157,p18.JPG,175825,{},9,3,"{""name"":""rect"",""x"":10,""y"":136,""width"":181,""height"":174}","{""type"":""damaged""}"
158,p18.JPG,175825,{},9,4,"{""name"":""rect"",""x"":208,""y"":167,""width"":130,""height"":127}","{""type"":""intact""}"
159,p18.JPG,175825,{},9,5,"{""name"":""rect"",""x"":337,""y"":138,""width"":140,""height"":134}","{""type"":""intact""}"
160,p18.JPG,175825,{},9,6,"{""name"":""rect"",""x"":13,""y"":318,""width"":170,""height"":159}","{""type"":""intact""}"
161,p18.JPG,175825,{},9,7,"{""name"":""rect"",""x"":209,""y"":299,""width"":148,""height"":144}","{""type"":""intact""}"
162,p18.JPG,175825,{},9,8,"{""name"":""rect"",""x"":358,""y"":276,""width"":139,""height"":142}","{""type"":""intact""}"
163,p19.JPG,175000,{},4,0,"{""name"":""rect"",""x"":91,""y"":3,""width"":237,""height"":230}","{""type"":""damaged""}"
164,p19.JPG,175000,{},4,1,"{""name"":""rect"",""x"":343,""y"":71,""width"":205,""height"":196}","{""type"":""damaged""}"
165,p19.JPG,175000,{},4,2,"{""name"":""rect"",""x"":101,""y"":255,""width"":228,""height"":219}","{""type"":""intact""}"
166,p19.JPG,175000,{},4,3,"{""name"":""rect"",""x"":331,""y"":284,""width"":193,""height"":188}","{""type"":""damaged""}"
167,p20.JPG,182338,{},2,0,"{""name"":""rect"",""x"":8,""y"":30,""width"":332,""height"":335}","{""type"":""damaged""}"
168,p20.JPG,182338,{},2,1,"{""name"":""rect"",""x"":356,""y"":115,""width"":261,""height"":271}","{""type"":""damaged""}"
169,p21.JPG,177676,{},4,0,"{""name"":""rect"",""x"":86,""y"":13,""width"":217,""height"":212}","{""type"":""damaged""}"
170,p21.JPG,177676,{},4,1,"{""name"":""rect"",""x"":311,""y"":26,""width"":213,""height"":204}","{""type"":""intact""}"
171,p21.JPG,177676,{},4,2,"{""name"":""rect"",""x"":83,""y"":239,""width"":220,""height"":212}","{""type"":""intact""}"
172,p21.JPG,177676,{},4,3,"{""name"":""rect"",""x"":310,""y"":237,""width"":238,""height"":237}","{""type"":""intact""}"
173,p22.JPG,170101,{},4,0,"{""name"":""rect"",""x"":67,""y"":7,""width"":241,""height"":233}","{""type"":""damaged""}"
174,p22.JPG,170101,{},4,1,"{""name"":""rect"",""x"":311,""y"":23,""width"":229,""height"":229}","{""type"":""intact""}"
175,p22.JPG,170101,{},4,2,"{""name"":""rect"",""x"":75,""y"":249,""width"":235,""height"":226}","{""type"":""intact""}"
176,p22.JPG,170101,{},4,3,"{""name"":""rect"",""x"":323,""y"":249,""width"":249,""height"":227}","{""type"":""intact""}"
177,p23.JPG,176945,{},4,0,"{""name"":""rect"",""x"":143,""y"":23,""width"":191,""height"":188}","{""type"":""intact""}"
178,p23.JPG,176945,{},4,1,"{""name"":""rect"",""x"":342,""y"":18,""width"":203,""height"":199}","{""type"":""damaged""}"
179,p23.JPG,176945,{},4,2,"{""name"":""rect"",""x"":117,""y"":222,""width"":218,""height"":221}","{""type"":""intact""}"
180,p23.JPG,176945,{},4,3,"{""name"":""rect"",""x"":336,""y"":224,""width"":202,""height"":203}","{""type"":""intact""}"
181,p24.JPG,181073,{},2,0,"{""name"":""rect"",""x"":12,""y"":83,""width"":280,""height"":281}","{""type"":""intact""}"
182,p24.JPG,181073,{},2,1,"{""name"":""rect"",""x"":299,""y"":81,""width"":279,""height"":284}","{""type"":""intact""}"
183,p25.JPG,162107,{},4,0,"{""name"":""rect"",""x"":150,""y"":14,""width"":223,""height"":209}","{""type"":""intact""}"
184,p25.JPG,162107,{},4,1,"{""name"":""rect"",""x"":379,""y"":20,""width"":223,""height"":216}","{""type"":""intact""}"
185,p25.JPG,162107,{},4,2,"{""name"":""rect"",""x"":12,""y"":196,""width"":245,""height"":247}","{""type"":""intact""}"
186,p25.JPG,162107,{},4,3,"{""name"":""rect"",""x"":265,""y"":189,""width"":240,""height"":251}","{""type"":""damaged""}"
187,p26.JPG,168877,{},5,0,"{""name"":""rect"",""x"":123,""y"":15,""width"":185,""height"":180}","{""type"":""intact""}"
188,p26.JPG,168877,{},5,1,"{""name"":""rect"",""x"":319,""y"":21,""width"":183,""height"":174}","{""type"":""intact""}"
189,p26.JPG,168877,{},5,2,"{""name"":""rect"",""x"":9,""y"":154,""width"":202,""height"":203}","{""type"":""intact""}"
190,p26.JPG,168877,{},5,3,"{""name"":""rect"",""x"":221,""y"":154,""width"":189,""height"":196}","{""type"":""damaged""}"
191,p26.JPG,168877,{},5,4,"{""name"":""rect"",""x"":417,""y"":171,""width"":210,""height"":210}","{""type"":""intact""}"
